@relation out

@attribute 'fdc ' numeric
@attribute ' td_tr ' numeric
@attribute ' fdcl ' numeric
@attribute ' tr ' numeric
@attribute ' fr ' numeric
@attribute ' fc ' numeric
@attribute ' ftl ' numeric
@attribute ' fdr ' numeric
@attribute ' td ' numeric
@attribute ' fcl ' numeric
@attribute ' fclc ' numeric
@attribute ' class' {' table',' other'}

@data
0,1,0.57735,3,3,2,2.75,1.224745,3,0.5,0.5,' other'
0,4,0.467707,8,8,4,2.083333,5.656854,32,0.875,0.875,' table'
0.352559,1.509091,0.727607,55,51,1.854545,2.736059,257.727569,83,14.558824,14.558824,' table'
0,2,0.57735,3,3,2,1.678571,1.224745,6,0.5,0.5,' table'
0,2,0.6742,11,11,2,1.357616,21.106871,22,2.5,2.5,' table'
0,1,0.968246,15,16,1,2.2625,60,15,7.5,7.5,' other'
0.5,1.5,0.57735,2,1.5,1.5,2.384615,0.5,3,0.333333,0.333333,' other'
0.471405,2,0.632456,1,2.5,1.666667,4.930233,1.172604,2,0.6,0.6,' other'
0,0,0.816497,0,3,1,2.6,3.464102,0,1,1,' other'
0,5.913043,0.369657,23,23,7,1.924303,29.002463,136,1.571429,1.571429,' table'
1.527525,0,0.645497,0,2.4,2,2.439394,1.72974,0,1.25,1.25,' other'
0.253395,2.5,0.573944,26,28.333333,2.931034,2.694737,78.982886,65,4.776471,4.776471,' table'
0,2.678571,0.566947,28,28,3,2.757732,76.376262,75,4.5,4.5,' table'
1.5,0,0.447214,0,1.25,2.5,2.25,1.38067,0,0.2,0.2,' other'
0.428712,1,0.588103,22,44.333333,2.829787,2.107623,164.284532,22,8.12782,8.12782,' other'
0,1,0.707107,1,2,1,2.666667,1.414214,1,0.5,0.5,' other'
0,7,0.267261,2,2,7,2.815789,2.672612,14,0.071429,0.071429,' table'
0.28748,1,0.572822,20,21.333333,2.909091,2.170732,49.899158,20,3.609375,3.609375,' other'
0.829156,2,0.654654,1,2.333333,1.75,2.482759,1.170628,2,0.857143,0.857143,' other'
0,1,0.654654,7,7,2,2.34,9.354143,7,1.5,1.5,' other'
0,0,0.471405,0,3,3,2.172414,0,0,0.333333,0.333333,' other'
0.966092,2.25,0.68313,12,10,2,2.948413,18.018509,27,3.5,3.5,' table'
0,2,0.694808,29,29,2,1.845455,102.812937,58,7,7,' table'
0,2,0.6742,11,11,2,2.775862,21.106871,22,2.5,2.5,' table'
0,1,0.707107,1,2,1,2.444444,1.414214,1,0.5,0.5,' other'
0.349927,1,0.679366,6,6.5,1.857143,2.456522,8.710626,6,1.615385,1.615385,' other'
0,1,0.707107,1,2,1,2.444444,1.414214,1,0.5,0.5,' other'
0,1,0.707107,1,2,1,2.6,1.414214,1,0.5,0.5,' other'
0.729285,1.944444,0.594089,18,17,2.684211,3.083721,36.073998,35,3.352941,3.352941,' table'
2.598076,3.75,0.369274,4,3.142857,5.5,2.662921,2.651805,15,0.272727,0.272727,' table'
2.598076,3.75,0.369274,4,3.142857,5.5,2.647727,2.651805,15,0.272727,0.272727,' table'
0,0,0.816497,0,3,1,2.230769,3.464102,0,1,1,' other'
0,0,0.92582,0,7,1,2.103448,15.874508,0,3,3,' other'
0,0,0.92582,0,7,1,2.103448,15.874508,0,3,3,' other'
1.55357,7.034483,0.3371,29,34.222222,8.555556,2.90462,51.427283,204,2.045455,2.045455,' table'
0.779551,9.333333,0.299253,18,30.454545,10.806452,3.089552,33.010073,168,1.38806,1.38806,' table'
0,4,0.408248,3,3,4,2.75,0.866025,12,0.25,0.25,' other'
0,1,0.5,2,2,2,2.272727,0,2,0.25,0.25,' other'
0,3,0.447214,5,5,4,2.213115,1.118034,15,0.5,0.5,' table'
1.399708,3.571429,0.439941,7,6.2,4.428571,2.239437,2.671329,25,0.677419,0.677419,' other'
0.433013,1.75,0.654654,4,3.5,1.75,2.421053,2.54951,7,0.857143,0.857143,' table'
0.615385,1,0.69282,11,8.333333,1.923077,2.0125,13.405361,11,3.12,3.12,' other'
0,3,0.447214,5,5,4,2.213115,1.118034,15,0.5,0.5,' table'
0,1,0.894427,5,5,1,2.317073,8.944272,5,2,2,' other'
0,3,0.447214,5,5,4,2.348485,1.118034,15,0.5,0.5,' table'
0,2,0.5,4,4,3,1.425532,1.154701,8,0.5,0.5,' other'
0,2,0.471405,3,3,3,1.533333,0,6,0.333333,0.333333,' other'
0,1,0.632456,5,5,2,2.419355,4.743416,5,1,1,' other'
0,5,0.432049,15,15,5,2.635945,17.320508,75,1.4,1.4,' table'
0,1.666667,0.645497,6,6,2,1.709677,6.928203,10,1.25,1.25,' table'
0,2.2,0.447214,5,5,4,2.242857,1.118034,11,0.5,0.5,' table'
0.471405,1,0.707107,1,2,1.333333,4.296296,1,1,0.75,0.75,' other'
0,1,0.645497,6,6,2,2.209302,6.928203,6,1.25,1.25,' other'
0,1,0.645497,6,6,2,2.209302,6.928203,6,1.25,1.25,' other'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,2,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,2,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0.942809,1,0.534522,2,2.333333,2.333333,1.944444,0.942809,2,0.428571,0.428571,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,2,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,2,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,2,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,2,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,2,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,2,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,2,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,0.5,0.408248,2,2,3,1.9375,0.816497,1,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,2,0.816497,3,0.166667,0.166667,' table'
0.942809,1.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,3,0.428571,0.428571,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0,1.5,0.408248,2,2,3,1.9375,0.816497,3,0.166667,0.166667,' table'
0.942809,0.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,1,0.428571,0.428571,' table'
0.942809,0.5,0.534522,2,2.333333,2.333333,1.944444,0.942809,1,0.428571,0.428571,' table'
0.28748,0,0.912871,0,6,1.090909,2.108696,11.532563,0,4.583333,4.583333,' other'
0,1,0.5,1,2,2,2.357143,0,1,0.25,0.25,' other'
0,1,0.5,1,2,2,2.846154,0,1,0.25,0.25,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.612372,4,4,2,2.714286,2.828427,4,0.75,0.75,' other'
0,0,0.707107,0,2,1,2.714286,1.414214,0,0.5,0.5,' other'
0,1,0.654654,7,7,2,2.083333,9.354143,7,1.5,1.5,' other'
0,1,0.57735,3,3,2,2.1875,1.224745,3,0.5,0.5,' other'
0,0,0.408248,0,2,3,2.526316,0.816497,0,0.166667,0.166667,' other'
2.993326,4.333333,0.256374,15,14.2,14.2,2.892779,2.993326,65,0.492958,0.492958,' table'
2.993326,4.4,0.256374,15,14.2,14.2,2.84435,2.993326,66,0.492958,0.492958,' table'
0,1.666667,0.408248,3,3,4,2.71875,0.866025,5,0.25,0.25,' table'
0.349927,1.857143,0.679366,7,6.5,1.857143,1.594203,8.710626,13,1.615385,1.615385,' table'
0.385695,1.818182,0.707107,11,10,1.818182,1.683168,19.209373,20,2.75,2.75,' table'
0.385695,1.818182,0.707107,11,10,1.818182,1.672727,19.209373,20,2.75,2.75,' table'
0,1,0.612372,4,4,2,2.314286,2.828427,4,0.75,0.75,' other'
0,1,0.661438,8,8,2,2.316667,12,8,1.75,1.75,' other'
0,1,0.645497,6,6,2,2.918367,6.928203,6,1.25,1.25,' other'
0.4,1,0.666667,4,4.5,1.8,3,4.315669,4,1.111111,1.111111,' other'
0,1,0.894427,5,5,1,3,8.944272,5,2,2,' other'
0,1,0.866025,4,4,1,2.25,6,4,1.5,1.5,' other'
0.451754,1.285714,0.707107,7,6,1.714286,2.742857,8.062258,9,1.75,1.75,' table'
1,2,0.612372,4,2.666667,2,2.566667,1.387777,8,0.75,0.75,' table'
0,3.666667,0.408248,3,3,4,2.416667,0.866025,11,0.25,0.25,' other'
0.628539,4.555556,0.431331,9,8.6,4.777778,3.2,5.196922,41,0.837209,0.837209,' table'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.57735,3,3,2,2.741935,1.224745,3,0.5,0.5,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.612372,4,4,2,2.72973,2.828427,4,0.75,0.75,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.612372,4,4,2,2.714286,2.828427,4,0.75,0.75,' other'
2.236068,0.166667,0.372678,6,5.142857,6,3.335664,2.217082,1,0.416667,0.416667,' other'
0,1,0.960769,11,13,1,2.192771,43.266615,11,6,6,' other'
0,1.75,0.433013,4,4,4,2.632653,0,7,0.375,0.375,' other'
1.588114,4.215686,0.482243,51,43,4.215686,2.809463,123.970964,215,5.930233,5.930233,' table'
0.409263,1.702128,0.740013,47,42,1.787234,2.267016,194.948711,80,12.869048,12.869048,' table'
0,2.555556,0.544331,9,9,3,2.081081,10.392305,23,1.333333,1.333333,' table'
0,3,0.547723,10,10,3,2.073171,12.780193,30,1.5,1.5,' table'
0,2,0.666667,9,9,2,1.723404,14.849242,18,2,2,' table'
0,1.8,0.632456,5,5,2,2.388889,4.743416,9,1,1,' table'
0.31427,1.625,0.685994,8,8.5,1.888889,2,14.040121,13,2.117647,2.117647,' table'
0,2,0.612372,4,4,2,2.59375,2.828427,8,0.75,0.75,' table'
0,1,0.935414,8,8,1,2.207792,19.79899,8,3.5,3.5,' other'
0,5.5,0.365963,16,16,7,2.453061,13.606721,88,1.071429,1.071429,' table'
0.536971,6.484848,0.375459,33,32.428571,6.878788,1.511628,55.486977,214,2.325991,2.325991,' table'
0,3,0.408248,3,3,4,2.1875,0.866025,9,0.25,0.25,' table'
0,1.4,0.244949,10,10,15,1.906077,4.082483,14,0.3,0.3,' table'
0,1.363636,0.246183,11,11,15,1.904523,3.425395,15,0.333333,0.333333,' table'
0.942809,2.666667,0.559017,6,4,2.666667,2.097561,2,16,0.9375,0.9375,' table'
0.489898,2.15,0.629153,20,16,2.4,2.121739,35.137824,43,3.958333,3.958333,' table'
0.487498,2.111111,0.628768,18,14.333333,2.388889,2.081633,29.282152,38,3.55814,3.55814,' table'
0,3.133333,0.483046,15,15,4,2.355191,21.301408,47,1.75,1.75,' table'
0,0,0.707107,0,2,1,2.714286,1.414214,0,0.5,0.5,' other'
0,0,0.5,0,2,2,2.555556,0,0,0.25,0.25,' other'
0,0,0.948683,0,10,1,2.073171,28.460499,0,4.5,4.5,' other'
0,6.853448,0.376332,116,116,7,2.314152,443.717413,795,8.214286,8.214286,' table'
0,0,0.5,0,2,2,2.555556,0,0,0.25,0.25,' other'
0.862439,3.636364,0.493865,11,10.25,3.727273,2.840708,10.91086,40,1.341463,1.341463,' table'
0,1,0.677003,12,12,2,2.271739,24.494897,12,2.75,2.75,' other'
0.6,2.015873,0.59333,63,65.333333,2.8,2.841102,302.078601,127,12.321429,12.321429,' table'
2.35606,4.375,0.372678,16,18,6.857143,2.093023,18.452642,70,1.458333,1.458333,' table'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.714286,4.743416,5,1,1,' other'
0,1,0.612372,4,4,2,2.72973,2.828427,4,0.75,0.75,' other'
1.732051,0,0.381881,0,6,6,2.065217,1.732051,0,0.583333,0.583333,' other'
0,0,0.894427,0,5,1,2.142857,8.944272,0,2,2,' other'
0,3,0.527046,6,6,3,2.313433,4.242641,18,0.833333,0.833333,' table'
0,0,0.935414,0,8,1,2.241379,19.79899,0,3.5,3.5,' other'
0.471405,1,0.845154,10,14,1.333333,2.389474,41.073106,10,7.5,7.5,' other'
0.283462,3.97,0.499433,100,110.25,3.972973,2.515204,559.850971,397,13.843537,13.843537,' table'
0.358531,3.95082,0.499083,61,68.25,3.956522,2.509915,267.035022,241,8.593407,8.593407,' table'
0.390509,3.942308,0.498907,52,57.25,3.948276,2.51505,202.972366,205,7.218341,7.218341,' table'
0,1,0.57735,3,3,2,2.75,1.224745,3,0.5,0.5,' other'
0,3,0.550482,11,11,3,2.222222,15.318834,33,1.666667,1.666667,' table'
0.28748,1.909091,0.690066,11,10.5,1.909091,2.259843,20.158745,21,2.619048,2.619048,' table'
0.661438,1,0.83666,8,3.333333,1.25,3.144737,3.569417,8,2.8,2.8,' other'
0.661438,1,0.83666,8,3.333333,1.25,3.144737,3.569417,8,2.8,2.8,' other'
0.471405,1,0.707107,1,2,1.333333,2.538462,1,1,0.75,0.75,' other'
0.372678,1.833333,0.6742,6,5.5,1.833333,2.45098,6.383573,11,1.363636,1.363636,' table'
0,1,0.816497,1,3,1,2.545455,3.464102,1,1,1,' other'
1.493789,2.666667,0.620174,6,6.5,2.363636,3.671388,7.292976,16,2.115385,2.115385,' table'
0,1,0.707107,1,2,1,2.625,1.414214,1,0.5,0.5,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.7,4.743416,5,1,1,' other'
0,0,0.935414,0,8,1,2.090909,19.79899,0,3.5,3.5,' other'
0,1,0.5,2,2,2,2.071429,0,2,0.25,0.25,' other'
0,1,0.5,2,2,2,2.071429,0,2,0.25,0.25,' other'
0.433013,1,0.654654,2,3.5,1.75,2.47619,2.54951,2,0.857143,0.857143,' other'
0.942809,0,0.534522,0,2.333333,2.333333,2.375,0.942809,0,0.428571,0.428571,' other'
3.681787,0,0.353553,0,1.6,5.333333,4.418919,2.871933,0,0.1875,0.1875,' other'
1.247219,3,0.534522,1,1.75,2.333333,4.241379,1.192424,3,0.428571,0.428571,' other'
0,3,0.527046,6,6,3,2.12,4.242641,18,0.833333,0.833333,' table'
0,6,0.288675,2,2,6,2.818182,2.309401,12,0.083333,0.083333,' table'
0.942809,1,0.632456,1,1.666667,1.666667,3.916667,0.942809,1,0.6,0.6,' other'
0,1,0.661438,8,8,2,2.189655,12,8,1.75,1.75,' other'
0,5,0.387298,3,4,5,2.2875,0.894427,15,0.3,0.3,' table'
0,0,0.707107,0,2,1,2.142857,1.414214,0,0.5,0.5,' other'
0,1,0.963624,11,14,1,2.261538,48.641546,11,6.5,6.5,' other'
0.28748,1.909091,0.690066,11,10.5,1.909091,1.666667,20.158745,21,2.619048,2.619048,' other'
0,2,0.632456,5,5,2,1.730769,4.743416,10,1,1,' other'
0.28748,1.909091,0.690066,11,10.5,1.909091,1.666667,20.158745,21,2.619048,2.619048,' other'
0,2,0.632456,5,5,2,1.730769,4.743416,10,1,1,' other'
0.699854,4.428571,0.426401,7,6.6,4.714286,3,2.379916,31,0.636364,0.636364,' table'
0.699854,4,0.426401,7,6.6,4.714286,3.448718,2.379916,28,0.636364,0.636364,' table'
0,6,0.288675,2,2,6,3.677419,2.309401,12,0.083333,0.083333,' other'
0,0,0.707107,0,2,1,2.714286,1.414214,0,0.5,0.5,' other'
0,1,0.894427,5,5,1,2.48,8.944272,5,2,2,' other'
0,1,0.953463,10,11,1,2.212121,33.166248,10,5,5,' other'
0,3,0.408248,3,3,4,2.967742,0.866025,9,0.25,0.25,' table'
0.426401,1,0.953463,3,5.5,1,1.7625,10.600708,3,5,5,' other'
0.638877,7.761905,0.348155,21,20.625,7.857143,1.955224,20.712174,163,1.272727,1.272727,' table'
0,1.333333,0.247207,12,12,15,1.903226,2.683282,16,0.366667,0.366667,' table'
0,1.307692,0.248069,13,13,15,1.902128,1.861899,17,0.4,0.4,' table'
0.471405,1.666667,0.707107,6,5,1.666667,2.666667,5.830952,10,1.5,1.5,' table'
0.433013,1.75,0.707107,8,7,1.75,2.7,10.535654,14,2,2,' table'
0.330719,1.875,0.68313,8,7.5,1.875,2.608696,11.269428,15,1.866667,1.866667,' table'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.706897,4.743416,5,1,1,' other'
